id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
4167,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.32541667, -48.22583333)>",281.06,8.87,"<SkyCoord (Galactic): (l, b) in deg
    (281.06, 8.87)>",3.84, , ,F,F4IV+F3, ,0.16, ,0.3, ,0.07, ,19.0,0.0,0.04, ,-1.3777629115243237,0.15481070465189703,159.32541666666665,-48.225833333333334
4168, 38    LMi,LMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.78166667, 37.91)>",183.25,60.29,"<SkyCoord (Galactic): (l, b) in deg
    (183.25, 60.29)>",5.85, , ,F,F9V, ,, ,0.57, ,0.17, ,7.0,,0.038, ,-3.0848694528999774,1.0522590060273813,159.78166666666664,37.91
4169,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.36166667, -58.73333333)>",286.29,-0.26,"<SkyCoord (Galactic): (l, b) in deg
    (286.29, -0.26)>",5.45, , ,A,A0Iae,v,, ,0.5, ,-0.24, ,-9.0,56.0,, ,-1.28648219164502,-0.004537856055185257,159.36166666666668,-58.733333333333334
4170,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (158.85333333, -76.30916667)>",295.03,-15.57,"<SkyCoord (Galactic): (l, b) in deg
    (295.03, -15.57)>",6.3, , ,K,K2III, ,, ,1.2, ,1.27, ,18.0,,, ,-1.1339404150207164,-0.27174776453551713,158.85333333333332,-76.30916666666667
4171,   Phi3Hya,Hya,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.64583333, -16.87666667)>",262.88,35.46,"<SkyCoord (Galactic): (l, b) in deg
    (262.88, 35.46)>",4.91, , ,G,G8IIIFe-0.5, ,, ,0.92, ,0.68, ,18.0,17.0,0.014, ,-1.6950637695368929,0.6188937527571893,159.64583333333331,-16.87666666666667
4172,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.71, -12.44361111)>",259.53,39.0,"<SkyCoord (Galactic): (l, b) in deg
    (259.53, 39.)>",6.04, , ,A,A0Vn, ,, ,0.0, ,, ,12.0,210.0,, ,-1.7535322994787035,0.6806784082777885,159.70999999999995,-12.443611111111112
4173,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.51041667, -57.25638889)>",285.63,1.07,"<SkyCoord (Galactic): (l, b) in deg
    (285.63, 1.07)>",5.91, , ,B,B3IV, ,, ,-0.14, ,-0.63, ,-9.0,,, ,-1.298001364708183,0.018675022996339326,159.51041666666666,-57.256388888888885
4174,   Gam Cha,Cha,"<SkyCoord (ICRS): (ra, dec) in deg
    (158.86708333, -78.60777778)>",296.28,-17.53,"<SkyCoord (Galactic): (l, b) in deg
    (296.28, -17.53)>",4.11, , ,M,M0III, ,0.97, ,1.58, ,1.95, ,-22.0,,0.009, ,-1.1121237993707873,-0.305956217874606,158.8670833333333,-78.60777777777777
4175,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.70958333, -42.75361111)>",278.52,13.74,"<SkyCoord (Galactic): (l, b) in deg
    (278.52, 13.74)>",6.11, , ,A,Am+Am:, ,, ,0.66, ,0.43, ,16.0,,, ,-1.42209427452498,0.2398082392240209,159.7095833333333,-42.75361111111111
4176,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.45125, 68.44333333)>",138.94,44.44,"<SkyCoord (Galactic): (l, b) in deg
    (138.94, 44.44)>",5.75, , ,K,gK3, ,, ,1.3, ,, ,5.0,,-0.0, ,2.4249604627209216,0.77562431958628,160.45125,68.44333333333334
4177,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.68791667, -59.18305556)>",286.65,-0.57,"<SkyCoord (Galactic): (l, b) in deg
    (286.65, -0.57)>",4.66, , ,K,K4-5III:, ,0.9, ,1.48, ,0.97, ,11.0,,0.016, ,-1.2801990063378412,-0.009948376736367677,159.68791666666667,-59.183055555555555
4178, 38    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.48583333, 65.71638889)>",141.57,46.45,"<SkyCoord (Galactic): (l, b) in deg
    (141.57, 46.45)>",5.12, , ,K,K2III,v,0.57, ,1.2, ,1.28, ,-11.0,19.0,0.026, ,2.4708626220483723,0.8107054375513661,160.48583333333332,65.71638888888889
4179,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.7475, -58.81694444)>",286.5,-0.24,"<SkyCoord (Galactic): (l, b) in deg
    (286.5, -0.24)>",5.92, , ,M,M1III, ,1.22, ,1.65, ,1.96, ,81.0,,, ,-1.2828170002158321,-0.0041887902047863905,159.74749999999997,-58.816944444444445
4180,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.82666667, -55.60333333)>",284.98,2.59,"<SkyCoord (Galactic): (l, b) in deg
    (284.98, 2.59)>",4.28, , ,G,G2-3Ib, ,0.47, ,1.04, ,0.75, ,20.0,,0.023, ,-1.3093460048461456,0.04520402762665313,159.82666666666665,-55.60333333333333
4181,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.76708333, 69.07611111)>",138.24,44.04,"<SkyCoord (Galactic): (l, b) in deg
    (138.24, 44.04)>",5.0, , ,K,K3III-IIIb, ,0.73, ,1.38, ,1.54, ,-0.0,19.0,0.005, ,2.412743157956961,0.7686430025783028,160.76708333333332,69.0761111111111
4182, 33    Sex,Sex,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.35083333, -1.74166667)>",250.38,47.42,"<SkyCoord (Galactic): (l, b) in deg
    (250.38, 47.42)>",6.26, , ,K,K1IV, ,0.45, ,0.88, ,0.59, ,43.0,,0.026, ,-1.913229926036184,0.8276351312957111,160.35083333333333,-1.7416666666666667
4183,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.215, -35.74166667)>",275.16,19.99,"<SkyCoord (Galactic): (l, b) in deg
    (275.16, 19.99)>",6.37, , ,G,G8-K0III+F-G, ,, ,0.92, ,, ,11.0,,, ,-1.4807373373919888,0.3488913174736665,160.21499999999997,-35.74166666666667
4184,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.54708333, 31.69694444)>",195.85,61.59,"<SkyCoord (Galactic): (l, b) in deg
    (195.85, 61.59)>",6.02, , ,M,M4III, ,1.13,E,1.62, ,1.83, ,16.0,,, ,-2.864957967148692,1.0749482863033075,160.54708333333332,31.696944444444444
4185,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.04708333, -65.10055556)>",289.68,-5.66,"<SkyCoord (Galactic): (l, b) in deg
    (289.68, -5.66)>",5.52, , ,B,B9pSi, ,, ,-0.16, ,-0.57, ,30.0,66.0,, ,-1.2273155300024123,-0.09878563566287905,160.04708333333332,-65.10055555555554
4186,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (159.81916667, -74.49361111)>",294.3,-13.88,"<SkyCoord (Galactic): (l, b) in deg
    (294.3, -13.88)>",6.07, , ,K,K3II, ,, ,1.71, ,1.91, ,-4.0,,, ,-1.1466813185602742,-0.24225170017681297,159.81916666666663,-74.49361111111111
4187, 39    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.93041667, 57.19916667)>",150.95,52.42,"<SkyCoord (Galactic): (l, b) in deg
    (150.95, 52.42)>",5.8, , ,A,A0V s, ,, ,-0.02, ,-0.09, ,-15.0,27.0,, ,2.6345745058854404,0.9149015938954276,160.93041666666664,57.19916666666666
4188,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.32333333, -59.67694444)>",287.17,-0.85,"<SkyCoord (Galactic): (l, b) in deg
    (287.17, -0.85)>",6.42, , ,W,WN7-A, ,, ,0.08, ,-0.82, ,33.0,,, ,-1.27112329422747,-0.014835298641951801,160.32333333333332,-59.676944444444445
4189, 40    LMi,LMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.7575, 26.32555556)>",207.12,61.4,"<SkyCoord (Galactic): (l, b) in deg
    (207.12, 61.4)>",5.51, , ,A,A4Vn, ,, ,0.17, ,0.09, ,10.0,162.0,, ,-2.668259360448931,1.0716321607245183,160.7575,26.325555555555557
4190,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.63041667, -13.975)>",261.64,38.35,"<SkyCoord (Galactic): (l, b) in deg
    (261.64, 38.35)>",6.24, , ,K,K2, ,, ,1.54, ,, ,-9.0,,, ,-1.7167058522616228,0.6693337681398254,160.63041666666663,-13.975
4191,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.88708333, 46.20388889)>",167.29,58.39,"<SkyCoord (Galactic): (l, b) in deg
    (167.29, 58.39)>",5.18, , ,F,F5III, ,, ,0.33, ,0.01, ,4.0,52.0,0.021, ,2.919761305661314,1.0190977502394891,160.88708333333332,46.20388888888889
4192, 41    LMi,LMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.85416667, 23.18833333)>",213.52,60.84,"<SkyCoord (Galactic): (l, b) in deg
    (213.52, 60.84)>",5.08, , ,A,A3Vn, ,, ,0.04, ,0.05, ,19.0,154.0,0.016, ,-2.556558288321294,1.0618583169133502,160.85416666666666,23.188333333333333
4193, 35    Sex,Sex,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.83708333, 4.74777778)>",243.46,52.16,"<SkyCoord (Galactic): (l, b) in deg
    (243.46, 52.16)>",5.79, , ,K,K3III+K0III, ,, ,1.17, ,1.09, ,-6.0,,0.003,D,-2.0340067102741917,0.9103637378402423,160.8370833333333,4.747777777777777
4194,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.68, -32.71583333)>",273.85,22.79,"<SkyCoord (Galactic): (l, b) in deg
    (273.85, 22.79)>",5.64, , ,A,A0V, ,, ,0.0, ,0.0, ,4.0,131.0,, ,-1.5036011505931146,0.3977605365295077,160.67999999999998,-32.715833333333336
4195,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.26666667, 67.41138889)>",139.59,45.41,"<SkyCoord (Galactic): (l, b) in deg
    (139.59, 45.41)>",6.0, , ,C,C5II, ,1.27, ,2.39, ,4.62, ,-5.0,,, ,2.4363051028588845,0.792554013330625,161.26666666666665,67.4113888888889
4196,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.55833333, -64.46638889)>",289.56,-5.0,"<SkyCoord (Galactic): (l, b) in deg
    (289.56, -5.)>",4.82, , ,B,B4V, ,, ,-0.14, ,-0.58, ,24.0,138.0,, ,-1.2294099251048056,-0.08726646259971647,160.5583333333333,-64.46638888888889
4197,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.06041667, 19.75861111)>",220.27,60.0,"<SkyCoord (Galactic): (l, b) in deg
    (220.27, 60.)>",6.27, , ,A,A5V, ,, ,0.17, ,, ,5.0,168.0,, ,-2.4387485638116764,1.0471975511965976,161.0604166666666,19.75861111111111
4198,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.66916667, -59.21583333)>",287.11,-0.36,"<SkyCoord (Galactic): (l, b) in deg
    (287.11, -0.36)>",5.38, , ,B,B2.5Iae,v,0.36, ,0.26, ,-0.65, ,-2.0,68.0,, ,-1.2721704917786665,-0.006283185307179586,160.66916666666663,-59.215833333333336
4199,   The Car,Car,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.73916667, -64.39444444)>",289.6,-4.9,"<SkyCoord (Galactic): (l, b) in deg
    (289.6, -4.9)>",2.76, , ,B,B0Vp,v,-0.23, ,-0.22, ,-1.01, ,24.0,151.0,, ,-1.2287117934040077,-0.08552113334772216,160.73916666666665,-64.39444444444445
4200,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.88375, -60.56666667)>",287.84,-1.5,"<SkyCoord (Galactic): (l, b) in deg
    (287.84, -1.5)>",4.57, , ,K,K4III, ,0.99, ,1.71, ,1.87, ,9.0,,0.02, ,-1.2594295882391087,-0.026179938779914945,160.88374999999996,-60.56666666666667
4201, 36    Sex,Sex,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.28916667, 2.48805556)>",246.68,51.02,"<SkyCoord (Galactic): (l, b) in deg
    (246.68, 51.02)>",6.28, , ,K,K4III, ,, ,1.21, ,1.28, ,11.0,,, ,-1.9778071083599742,0.890466984367507,161.28916666666666,2.4880555555555555
4202, 41    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.59375, 57.36583333)>",150.36,52.58,"<SkyCoord (Galactic): (l, b) in deg
    (150.36, 52.58)>",6.34, , ,M,M1III, ,, ,1.56, ,1.9, ,-2.0,,, ,2.624277063298674,0.9176941206986184,161.59375,57.365833333333335
4203, 42    LMi,LMi,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.46625, 30.68222222)>",198.01,62.38,"<SkyCoord (Galactic): (l, b) in deg
    (198.01, 62.38)>",5.24, , ,A,A1Vn, ,, ,-0.06, ,-0.14, ,12.0,125.0,, ,-2.8272588553056144,1.0887363873940628,161.46625,30.682222222222222
4204,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.96333333, -64.24888889)>",289.61,-4.73,"<SkyCoord (Galactic): (l, b) in deg
    (289.61, -4.73)>",5.77, , ,B,B2.5V, ,-0.03, ,0.0, ,-0.57, ,11.0,12.0,, ,-1.2285372604788083,-0.0825540736193318,160.96333333333334,-64.24888888888889
4205,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.02875, -63.96111111)>",289.5,-4.46,"<SkyCoord (Galactic): (l, b) in deg
    (289.5, -4.46)>",4.82, , ,B,B5Vn, ,-0.13, ,-0.13, ,-0.62, ,26.0,260.0,, ,-1.2304571226560024,-0.0778416846389471,161.02874999999997,-63.961111111111116
4206,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (160.46375, -79.78333333)>",297.18,-18.39,"<SkyCoord (Galactic): (l, b) in deg
    (297.18, -18.39)>",5.97, , ,B,B4IVe, ,, ,-0.07, ,-0.51, ,18.0,,, ,-1.0964158361028378,-0.3209660494417572,160.46375,-79.78333333333333
4207,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.52375, 6.37305556)>",242.08,53.72,"<SkyCoord (Galactic): (l, b) in deg
    (242.08, 53.72)>",6.37, , ,K,gK1, ,, ,1.12, ,1.12, ,-9.0,,, ,-2.0580922539517132,0.9375908741713538,161.52374999999998,6.373055555555555
4208, 51    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.60208333, 18.89138889)>",222.26,60.16,"<SkyCoord (Galactic): (l, b) in deg
    (222.26, 60.16)>",5.49, , ,K,gK3, ,, ,1.12, ,, ,-6.0,,, ,-2.4040165116969896,1.0499900779997886,161.60208333333333,18.891388888888887
4209, 52    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.60541667, 14.19472222)>",230.54,58.15,"<SkyCoord (Galactic): (l, b) in deg
    (230.54, 58.15)>",5.48, , ,G,gG4, ,, ,0.91, ,0.59, ,35.0,,, ,-2.2595032496318592,1.0149089600347025,161.60541666666666,14.194722222222222
4211,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.08083333, -70.86)>",292.82,-10.53,"<SkyCoord (Galactic): (l, b) in deg
    (292.82, -10.53)>",6.26, , ,A,A5IV-V, ,, ,0.2, ,0.17, ,10.0,,, ,-1.1725121914897907,-0.1837831702350029,161.08083333333332,-70.86
4212,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.13375, -70.855)>",292.83,-10.51,"<SkyCoord (Galactic): (l, b) in deg
    (292.83, -10.51)>",6.46, , ,A,A6IV, ,, ,0.23, ,0.14, ,15.0,,, ,-1.1723376585645915,-0.18343410438460403,161.13374999999996,-70.85499999999999
4213,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.11041667, -72.44388889)>",293.6,-11.91,"<SkyCoord (Galactic): (l, b) in deg
    (293.6, -11.91)>",6.27, , ,F,F6V, ,, ,0.49, ,0.01, ,19.0,,, ,-1.1588986233242344,-0.20786871391252465,161.11041666666662,-72.44388888888889
4214,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.71666667, -17.29666667)>",265.16,36.28,"<SkyCoord (Galactic): (l, b) in deg
    (265.16, 36.28)>",5.42, , ,A,A3V, ,0.04, ,0.11, ,0.14, ,-14.0,,, ,-1.6552702625914217,0.6332054526235428,161.71666666666667,-17.296666666666667
4215,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (162.20833333, 65.13222222)>",141.38,47.36,"<SkyCoord (Galactic): (l, b) in deg
    (141.38, 47.36)>",6.39, , ,A,A1V, ,, ,-0.02, ,-0.04, ,-5.0,170.0,, ,2.4675464964695832,0.8265879337445144,162.20833333333334,65.13222222222221
4216,   Mu  Vel,Vel,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.6925, -49.42)>",283.03,8.57,"<SkyCoord (Galactic): (l, b) in deg
    (283.03, 8.57)>",2.69, , ,G,G5III+G2V, ,0.49, ,0.9, ,0.57, ,6.0,,0.022,D,-1.343379925260036,0.14957471689591403,161.6925,-49.419999999999995
4217,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.57, -60.60333333)>",288.16,-1.37,"<SkyCoord (Galactic): (l, b) in deg
    (288.16, -1.37)>",6.25, , ,A,A0IV, ,, ,0.04, ,0.03, ,8.0,,, ,-1.2538445346327258,-0.023911010752322315,161.57,-60.60333333333333
4218,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.90833333, -15.26194444)>",263.88,38.05,"<SkyCoord (Galactic): (l, b) in deg
    (263.88, 38.05)>",6.67, , ,A,A0III, ,, ,-0.01, ,, ,22.0,,0.012,D,-1.6776104770169495,0.6640977803838424,161.9083333333333,-15.261944444444444
4219,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.56875, -64.515)>",289.97,-4.84,"<SkyCoord (Galactic): (l, b) in deg
    (289.97, -4.84)>",5.34, , ,B,B6V,e,, ,-0.1, ,-0.45, ,32.0,228.0,, ,-1.2222540751716284,-0.08447393579652555,161.56875,-64.515
4220,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.62375, -64.26333333)>",289.88,-4.61,"<SkyCoord (Galactic): (l, b) in deg
    (289.88, -4.61)>",5.23, , ,B,B7IV, ,, ,-0.07, ,-0.47, ,12.0,201.0,, ,-1.223824871498424,-0.0804596785169386,161.62375,-64.26333333333334
4221,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.73958333, -56.75722222)>",286.46,2.08,"<SkyCoord (Galactic): (l, b) in deg
    (286.46, 2.08)>",5.23, , ,B,B8-9IIIe,v,, ,-0.08, ,-0.33, ,31.0,218.0,, ,-1.2835151319166302,0.03630284844148206,161.73958333333334,-56.757222222222225
4222,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (161.71333333, -64.38333333)>",289.97,-4.69,"<SkyCoord (Galactic): (l, b) in deg
    (289.97, -4.69)>",4.85, , ,B,B3IV, ,-0.18, ,-0.15, ,-0.65, ,16.0,202.0,, ,-1.2222540751716284,-0.08185594191853406,161.71333333333334,-64.38333333333334
4224,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (162.16916667, -1.95888889)>",252.55,48.53,"<SkyCoord (Galactic): (l, b) in deg
    (252.55, 48.53)>",5.93, , ,M,M2III, ,, ,1.6, ,1.94, ,3.0,,, ,-1.875356281267907,0.8470082859928482,162.16916666666665,-1.958888888888889
4225,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (162.05916667, -31.68833333)>",274.38,24.27,"<SkyCoord (Galactic): (l, b) in deg
    (274.38, 24.27)>",5.88, , ,A,A1V, ,, ,0.03, ,0.04, ,21.0,,, ,-1.494350905557545,0.4235914094590238,162.05916666666667,-31.688333333333333
