id,name,constellation,coord,glon,glat,gal_coord,Vmag,n_Vmag,u_Vmag,spectral_type,spectral_type_full,n_spectral_type,RI,n_RI,BV,u_BV,UB,u_UB,RadVel,RotVel,Parallax,n_Parallax,g_coord_l_rad,g_coord_b_rad,coord_ra_deg,coord_dec_deg
4272,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.98666667, 77.77)>",130.13,37.76,"<SkyCoord (Galactic): (l, b) in deg
    (130.13, 37.76)>",6.2, , ,G,G9III, ,, ,0.97, ,, ,-50.0,,, ,2.271196955620221,0.6590363255530588,164.98666666666665,77.77
4273,   Iot Ant,Ant,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.17958333, -37.13777778)>",278.85,20.31,"<SkyCoord (Galactic): (l, b) in deg
    (278.85, 20.31)>",4.6, , ,K,K1III, ,0.53, ,1.03, ,0.84, ,-0.0,,0.025, ,-1.416334687993398,0.3544763710800483,164.17958333333334,-37.13777777777778
4274,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.28291667, -50.765)>",285.14,8.11,"<SkyCoord (Galactic): (l, b) in deg
    (285.14, 8.11)>",5.91, , ,A,A4V, ,, ,0.18, ,, ,16.0,,, ,-1.3065534780429553,0.14154620233674012,164.28291666666664,-50.765
4275,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.82458333, 51.88222222)>",155.64,57.53,"<SkyCoord (Galactic): (l, b) in deg
    (155.64, 57.53)>",6.17, , ,K,K0, ,, ,1.38, ,1.59, ,-7.0,,, ,2.7164304478039742,1.0040879186723377,164.8245833333333,51.882222222222225
4276,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.45166667, -59.73194444)>",289.06,0.04,"<SkyCoord (Galactic): (l, b) in deg
    (289.06, 0.04)>",6.11, , ,G,G3Ia, ,, ,1.1, ,1.1, ,0.0,,, ,-1.2381365713647774,0.0006981317007977319,164.45166666666663,-59.731944444444444
4277, 47    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.86666667, 40.43027778)>",175.78,63.37,"<SkyCoord (Galactic): (l, b) in deg
    (175.78, 63.37)>",5.05, , ,G,G1-VFe-0.5, ,0.31, ,0.61, ,0.13, ,13.0,3.0,0.072, ,3.0679397591556326,1.1060151469888067,164.86666666666662,40.430277777777775
4278,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.88666667, 36.09305556)>",185.24,64.66,"<SkyCoord (Galactic): (l, b) in deg
    (185.24, 64.66)>",6.0, , ,M,M2III, ,1.29, ,1.59, ,1.92, ,-26.0,,0.018, ,-3.05013740078529,1.1285298943395334,164.88666666666663,36.09305555555556
4279,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.31541667, -75.09972222)>",295.66,-13.86,"<SkyCoord (Galactic): (l, b) in deg
    (295.66, -13.86)>",6.13, , ,K,K1II, ,, ,1.53, ,1.64, ,8.0,,, ,-1.1229448407331513,-0.24190263432641407,164.31541666666664,-75.09972222222221
4280,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.06125, 45.52611111)>",165.76,61.27,"<SkyCoord (Galactic): (l, b) in deg
    (165.76, 61.27)>",5.47, , ,K,K5III, ,, ,1.47, ,, ,9.0,,, ,2.8930577681058005,1.0693632326969258,165.06125,45.52611111111111
4281,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.92125, 11.70583333)>",237.93,59.59,"<SkyCoord (Galactic): (l, b) in deg
    (237.93, 59.59)>",6.55, , ,F,F5V, ,, ,0.43, ,-0.02, ,20.0,8.0,, ,-2.130523417909478,1.040041701263421,164.92125,11.705833333333333
4282,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.80791667, -33.73722222)>",277.67,23.57,"<SkyCoord (Galactic): (l, b) in deg
    (277.67, 23.57)>",5.71, , ,F,F2V, ,, ,0.37, ,, ,-10.0,,, ,-1.4369295731669312,0.41137410469506347,164.80791666666664,-33.73722222222222
4283,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.10666667, 51.50194444)>",155.99,57.9,"<SkyCoord (Galactic): (l, b) in deg
    (155.99, 57.9)>",6.43, , ,G,G9III, ,, ,, ,, ,0.0,,, ,2.722539100185955,1.0105456369047168,165.10666666666665,51.50194444444445
4284,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.87875, -16.35388889)>",267.68,38.74,"<SkyCoord (Galactic): (l, b) in deg
    (267.68, 38.74)>",5.89, , ,M,M2III, ,, ,1.63, ,1.91, ,-33.0,,, ,-1.611287965441165,0.6761405522226033,164.87874999999997,-16.35388888888889
4285,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.08583333, 42.91138889)>",170.63,62.52,"<SkyCoord (Galactic): (l, b) in deg
    (170.63, 62.52)>",6.02, , ,F,F9V, ,, ,0.57, ,0.02, ,-6.0,6.0,0.019, ,2.9780553026779244,1.0911798483468549,165.0858333333333,42.91138888888889
4286,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.27416667, 63.42111111)>",141.55,49.53,"<SkyCoord (Galactic): (l, b) in deg
    (141.55, 49.53)>",6.39, , ,A,A2Vm, ,0.04, ,0.16, ,0.14, ,7.0,50.0,, ,2.470513556197974,0.8644615785127915,165.27416666666667,63.42111111111111
4287,  7Alp Crt,Crt,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.94375, -18.29888889)>",269.06,37.12,"<SkyCoord (Galactic): (l, b) in deg
    (269.06, 37.12)>",4.08, , ,K,K0+III, ,0.55, ,1.09, ,1.0, ,47.0,19.0,0.031, ,-1.5872024217636433,0.6478662183402951,164.94374999999997,-18.29888888888889
4288, 49    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.21, 39.21222222)>",178.15,64.04,"<SkyCoord (Galactic): (l, b) in deg
    (178.15, 64.04)>",5.08, , ,F,F0V s, ,0.11, ,0.24, ,0.17, ,3.0,72.0,, ,3.1093040624278983,1.1177088529771688,165.20999999999998,39.21222222222222
4289,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.04833333, -14.08333333)>",266.26,40.74,"<SkyCoord (Galactic): (l, b) in deg
    (266.26, 40.74)>",5.88, , ,K,K5III, ,, ,1.5, ,1.82, ,-6.0,,, ,-1.6360716408194846,0.7110471372624899,165.04833333333332,-14.083333333333334
4290,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.80833333, -61.32027778)>",289.89,-1.32,"<SkyCoord (Galactic): (l, b) in deg
    (289.89, -1.32)>",6.16, , ,B,B8IV, ,, ,-0.06, ,-0.29, ,16.0,,, ,-1.2236503385732247,-0.02303834612632515,164.8083333333333,-61.32027777777778
4291, 58    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.14, 3.6175)>",249.69,54.59,"<SkyCoord (Galactic): (l, b) in deg
    (249.69, 54.59)>",4.84, , ,K,K1IIICN-0.5, ,0.56, ,1.16, ,1.12, ,6.0,19.0,0.007, ,-1.925272697874945,0.9527752386637045,165.14,3.6175
4292,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.9975, -43.80722222)>",282.54,14.61,"<SkyCoord (Galactic): (l, b) in deg
    (282.54, 14.61)>",5.81, , ,B,B8-9V, ,, ,-0.08, ,, ,-5.0,,, ,-1.3519320385948073,0.25499260371637156,164.99749999999997,-43.80722222222222
4293,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.03875, -42.22583333)>",281.86,16.05,"<SkyCoord (Galactic): (l, b) in deg
    (281.86, 16.05)>",4.39, , ,A,A3IV, ,0.07, ,0.11, ,0.12, ,-5.0,111.0,0.003, ,-1.3638002775083689,0.2801253449450899,165.03875,-42.225833333333334
4294, 59    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.18666667, 6.10138889)>",246.54,56.32,"<SkyCoord (Galactic): (l, b) in deg
    (246.54, 56.32)>",4.99, , ,A,A5III, ,, ,0.16, ,0.11, ,-12.0,71.0,0.035, ,-1.9802505693127666,0.9829694347232064,165.18666666666664,6.101388888888889
4295, 48Bet UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.46041667, 56.3825)>",149.17,54.8,"<SkyCoord (Galactic): (l, b) in deg
    (149.17, 54.8)>",2.37, , ,A,A1V, ,-0.04, ,-0.02, ,0.01, ,-12.0,39.0,0.053, ,2.603507645199941,0.9564404300928926,165.46041666666667,56.3825
4296,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.03583333, -51.81777778)>",286.02,7.36,"<SkyCoord (Galactic): (l, b) in deg
    (286.02, 7.36)>",6.15, , ,A,A3III-IV, ,, ,0.18, ,, ,14.0,,, ,-1.2911945806254053,0.12845623294678266,165.03583333333333,-51.81777777777778
4297,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.23833333, -15.79277778)>",267.67,39.4,"<SkyCoord (Galactic): (l, b) in deg
    (267.67, 39.4)>",6.34, , ,K,K0, ,, ,1.18, ,, ,-5.0,,, ,-1.6114624983663641,0.6876597252857658,165.23833333333332,-15.792777777777777
4298,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.17, -31.83944444)>",277.02,25.4,"<SkyCoord (Galactic): (l, b) in deg
    (277.02, 25.4)>",6.07, , ,F,F8V, ,, ,0.52, ,0.09, ,-2.0,,, ,-1.448274213304895,0.44331363000655966,165.17,-31.839444444444442
4299, 61    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.45708333, -2.48472222)>",256.87,50.32,"<SkyCoord (Galactic): (l, b) in deg
    (256.87, 50.32)>",4.74, , ,M,M0IIIBa0.2, ,0.96, ,1.62, ,1.95, ,-14.0,19.0,0.032, ,-1.799958057581752,0.8782496796035466,165.45708333333332,-2.4847222222222225
4300, 60    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.5825, 20.17972222)>",222.61,64.13,"<SkyCoord (Galactic): (l, b) in deg
    (222.61, 64.13)>",4.42, , ,A,A1m, ,-0.02, ,0.05, ,0.05, ,-10.0,24.0,0.017, ,-2.397907859315009,1.1192796493039634,165.58249999999998,20.179722222222225
4301, 50Alp UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.93208333, 61.75083333)>",142.85,51.01,"<SkyCoord (Galactic): (l, b) in deg
    (142.85, 51.01)>",1.79, , ,K,K0IIIa,e,0.58, ,1.07, ,0.92, ,-9.0,17.0,0.038, ,2.4932028364738996,0.8902924514423075,165.9320833333333,61.75083333333333
4302,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.60166667, -26.83138889)>",274.77,30.01,"<SkyCoord (Galactic): (l, b) in deg
    (274.77, 30.01)>",6.23, , ,F,F1V, ,, ,0.31, ,0.09, ,1.0,,, ,-1.4875441214747673,0.5237733085234983,165.60166666666663,-26.83138888888889
4303,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.81083333, -0.7525)>",255.51,51.87,"<SkyCoord (Galactic): (l, b) in deg
    (255.51, 51.87)>",6.14, , ,F,F0V, ,, ,0.26, ,0.06, ,4.0,,, ,-1.8236945354088752,0.9053022830094587,165.81083333333333,-0.7525
4304,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.80375, -81.55611111)>",298.73,-19.62,"<SkyCoord (Galactic): (l, b) in deg
    (298.73, -19.62)>",6.71, , ,F,F7IV, ,, ,0.55, ,0.04, ,11.0,,0.01,D,-1.0693632326969253,-0.34243359924128747,164.80374999999998,-81.55611111111111
4305,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.81208333, -11.30361111)>",265.03,43.47,"<SkyCoord (Galactic): (l, b) in deg
    (265.03, 43.47)>",5.5, , ,G,G7-III, ,, ,0.94, ,, ,-8.0,,, ,-1.6575391906190153,0.758694625841935,165.81208333333333,-11.303611111111111
4306, 62    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.9025, -0.00083333)>",254.81,52.49,"<SkyCoord (Galactic): (l, b) in deg
    (254.81, 52.49)>",5.95, , ,K,K3III, ,, ,1.22, ,1.32, ,-8.0,,, ,-1.8359118401728352,0.9161233243718236,165.9025,-0.0008333333333333334
4307,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.81708333, -31.96083333)>",277.62,25.54,"<SkyCoord (Galactic): (l, b) in deg
    (277.62, 25.54)>",6.46, , ,M,M1III, ,, ,1.62, ,1.98, ,80.0,,, ,-1.4378022377929287,0.44575709095935173,165.81708333333333,-31.960833333333333
4308,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (165.90208333, -13.43444444)>",266.72,41.73,"<SkyCoord (Galactic): (l, b) in deg
    (266.72, 41.73)>",6.34, , ,G,G5, ,, ,0.88, ,0.6, ,-10.0,,, ,-1.6280431262603101,0.7283258968572337,165.90208333333334,-13.434444444444445
4309, 51    UMa,UMa,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.13, 38.24138889)>",179.75,65.03,"<SkyCoord (Galactic): (l, b) in deg
    (179.75, 65.03)>",6.0, , ,A,A3III-IV, ,, ,0.16, ,0.1, ,7.0,,, ,3.1372293304598076,1.1349876125719125,166.12999999999997,38.24138888888889
4310, 63Chi Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.25416667, 7.33611111)>",246.14,57.94,"<SkyCoord (Galactic): (l, b) in deg
    (246.14, 57.94)>",4.63, , ,F,F2III-IV,v,0.17, ,0.33, ,0.08, ,5.0,25.0,0.029, ,-1.9872318863207439,1.0112437686055145,166.25416666666663,7.336111111111111
4311,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.13, -47.67916667)>",284.94,11.42,"<SkyCoord (Galactic): (l, b) in deg
    (284.94, 11.42)>",5.67, , ,A,A8III-IV, ,, ,0.24, ,, ,-16.0,202.0,, ,-1.3100441365469437,0.19931660057775244,166.12999999999997,-47.67916666666667
4312,   Eta Oct,Oct,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.8075, -84.59388889)>",300.19,-22.33,"<SkyCoord (Galactic): (l, b) in deg
    (300.19, -22.33)>",6.19, , ,A,A1V, ,, ,0.11, ,0.12, ,-3.0,,, ,-1.0438814256178086,-0.38973202197033374,164.80749999999995,-84.59388888888888
4313,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.22583333, -35.80472222)>",279.8,22.24,"<SkyCoord (Galactic): (l, b) in deg
    (279.8, 22.24)>",5.43, , ,A,A2V, ,, ,0.03, ,, ,11.0,,, ,-1.399754060099452,0.3881612256435389,166.2258333333333,-35.80472222222222
4314,   Chi1Hya,Hya,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.33291667, -27.29361111)>",275.69,29.91,"<SkyCoord (Galactic): (l, b) in deg
    (275.69, 29.91)>",4.94, , ,F,F3IV, ,, ,0.36, ,0.04, ,17.0,186.0,0.043, ,-1.4714870923564194,0.522027979271504,166.33291666666665,-27.29361111111111
4315,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.39166667, -11.08888889)>",265.52,43.96,"<SkyCoord (Galactic): (l, b) in deg
    (265.52, 43.96)>",6.09, , ,F,F0Vn, ,, ,0.3, ,, ,-20.0,,, ,-1.6489870772842428,0.7672467391767073,166.39166666666665,-11.08888888888889
4316,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.2675, -49.3925)>",285.73,9.89,"<SkyCoord (Galactic): (l, b) in deg
    (285.73, 9.89)>",6.13, , ,B,B9.5V, ,, ,-0.02, ,-0.06, ,4.0,,, ,-1.2962560354561883,0.1726130630222392,166.26749999999998,-49.3925
4317,   Chi2Hya,Hya,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.49, -27.28777778)>",275.82,29.97,"<SkyCoord (Galactic): (l, b) in deg
    (275.82, 29.97)>",5.71, , ,A,A0IV, ,, ,-0.06, ,-0.26, ,30.0,193.0,, ,-1.4692181643288267,0.5230751768227005,166.48999999999998,-27.28777777777778
4318,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.52416667, -51.2125)>",286.62,8.29,"<SkyCoord (Galactic): (l, b) in deg
    (286.62, 8.29)>",6.3, , ,G,G8III, ,, ,0.95, ,0.59, ,53.0,,, ,-1.280722605113439,0.1446877949903299,166.52416666666664,-51.212500000000006
4319, 65    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.72583333, 1.95555556)>",253.65,54.5,"<SkyCoord (Galactic): (l, b) in deg
    (253.65, 54.5)>",5.52, , ,G,G9IIICN-1, ,, ,0.97, ,0.66, ,55.0,,0.035, ,-1.8561576594959694,0.9512044423369096,166.7258333333333,1.9555555555555555
4320,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.66125, -28.72777778)>",276.73,28.76,"<SkyCoord (Galactic): (l, b) in deg
    (276.73, 28.76)>",6.77, , ,A,A1V, ,, ,0.04, ,, ,18.0,,, ,-1.453335668135678,0.5019566928735693,166.66124999999997,-28.727777777777778
4321,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.61416667, -50.95666667)>",286.57,8.55,"<SkyCoord (Galactic): (l, b) in deg
    (286.57, 8.55)>",6.32, , ,K,K2III, ,, ,1.16, ,1.22,?,9.0,,, ,-1.2815952697394364,0.1492256510455152,166.61416666666662,-50.95666666666667
4322, 64    Leo,Leo,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.91541667, 23.32361111)>",216.37,66.27,"<SkyCoord (Galactic): (l, b) in deg
    (216.37, 66.27)>",6.46, , ,A,A5m, ,0.09, ,0.16, ,0.12, ,-2.0,,, ,-2.5068164046394554,1.1566296952966422,166.91541666666666,23.32361111111111
4323,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.62208333, -58.67527778)>",289.64,1.46,"<SkyCoord (Galactic): (l, b) in deg
    (289.64, 1.46)>",6.02, , ,K,K2II-III, ,, ,1.24, ,, ,3.0,,, ,-1.2280136617032105,0.02548180707911721,166.6220833333333,-58.67527777777777
4324,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.785, -32.58722222)>",278.74,25.34,"<SkyCoord (Galactic): (l, b) in deg
    (278.74, 25.34)>",6.59, , ,F,F1III, ,, ,0.34, ,0.03, ,-2.0,,, ,-1.418254550170592,0.4422664324553631,166.78499999999997,-32.58722222222222
4325,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.635, -62.42416667)>",291.12,-1.98,"<SkyCoord (Galactic): (l, b) in deg
    (291.12, -1.98)>",4.61, , ,G,G8III, ,0.45, ,1.03, ,0.81, ,-2.0,,0.055, ,-1.2021827887736942,-0.034557519189487726,166.635,-62.424166666666665
4326,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.60083333, -64.83972222)>",292.06,-4.21,"<SkyCoord (Galactic): (l, b) in deg
    (292.06, -4.21)>",6.41, , ,A,A3V, ,, ,0.12, ,0.13, ,-6.0,,, ,-1.1857766938049474,-0.07347836150896127,166.60083333333333,-64.83972222222222
4327,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.81916667, -42.63861111)>",283.28,16.22,"<SkyCoord (Galactic): (l, b) in deg
    (283.28, 16.22)>",5.15, , ,A,ApSrCrEu, ,, ,0.03, ,, ,2.0,56.0,-0.001, ,-1.33901660213005,0.28309240467348024,166.81916666666663,-42.63861111111111
4328,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.97666667, -30.17472222)>",277.74,27.59,"<SkyCoord (Galactic): (l, b) in deg
    (277.74, 27.59)>",6.54, , ,G,G2V, ,, ,0.6, ,0.08, ,13.0,,0.049, ,-1.4357078426905354,0.48153634062523554,166.97666666666666,-30.174722222222222
4329,          ,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.70791667, -70.87805556)>",294.51,-9.74,"<SkyCoord (Galactic): (l, b) in deg
    (294.51, -9.74)>",5.57, , ,B,B2V, ,, ,-0.05, ,-0.63, ,7.0,62.0,, ,-1.1430161271310866,-0.1699950691442477,166.70791666666665,-70.87805555555555
